發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,天候,速限,道路型態,事故位置
107,10,29,7,35,2,01大同區,大同區承德路3段與敦煌路口,0,1,2,B03,2.0,47.0,3.0,8.0,50.0,4.0,1.0
107,10,29,17,15,2,01大同區,大同區承德路3段與民權西路口,0,2,3,B03,2.0,36.0,3.0,8.0,50.0,4.0,1.0
107,11,3,19,10,2,01大同區,大同區民生西路77號,0,1,1,B03,2.0,53.0,3.0,8.0,50.0,14.0,9.0
107,12,4,16,30,2,01大同區,大同區民樂街與永昌街口,0,1,1,B03,2.0,59.0,3.0,8.0,50.0,3.0,2.0
107,11,25,12,30,2,01大同區,大同區大龍街與大龍街46巷口,0,1,1,B03,2.0,24.0,3.0,8.0,50.0,3.0,1.0
107,11,28,17,45,2,01大同區,大同區鄭州路與環河北路1段口,0,1,3,B03,2.0,26.0,3.0,7.0,50.0,4.0,1.0
107,11,30,17,25,2,01大同區,大同區承德橋往南高速公路橋下,0,1,1,B02,2.0,21.0,3.0,8.0,50.0,8.0,9.0
107,12,25,17,0,2,01大同區,大同區西寧北路72號,0,1,1,B03,2.0,33.0,3.0,7.0,50.0,14.0,9.0
107,12,15,10,15,2,01大同區,大同區南京西路235之2號,0,1,1,B03,2.0,65.0,3.0,8.0,40.0,14.0,9.0
107,12,15,21,29,2,01大同區,大同區承德路3段與敦煌路口,0,2,1,B03,2.0,36.0,3.0,8.0,50.0,4.0,1.0
107,12,28,17,50,2,01大同區,大同區環河北路1段與忠孝西路1段口,0,1,1,B03,2.0,33.0,3.0,7.0,50.0,3.0,1.0
107,5,15,6,50,2,01大同區,大同區重慶北路2段50號,0,2,1,B03,2.0,39.0,2.0,8.0,50.0,14.0,9.0
107,5,3,18,53,2,01大同區,大同區重慶北路2段與南京西路口,0,1,1,B03,2.0,40.0,3.0,7.0,50.0,4.0,1.0
107,7,12,15,39,2,01大同區,大同區承德路2段與民權西路102巷33弄口,0,1,1,B03,2.0,45.0,3.0,8.0,30.0,3.0,1.0
107,11,16,13,33,2,01大同區,大同區大龍街133號,0,1,2,B03,2.0,41.0,3.0,8.0,50.0,14.0,9.0
107,6,14,22,25,2,01大同區,大同區民權西路155號,0,1,2,B03,2.0,57.0,4.0,6.0,50.0,14.0,9.0
107,6,11,14,20,2,01大同區,大同區鄭州路與塔城街口,0,1,1,B03,2.0,38.0,3.0,6.0,40.0,4.0,1.0
107,6,29,1,45,2,01大同區,大同區西寧北路112號,0,1,2,B03,2.0,44.0,4.0,7.0,50.0,14.0,9.0
107,7,11,16,32,2,01大同區,大同區長安西路與重慶北路1段口,0,1,1,B03,2.0,61.0,3.0,7.0,50.0,4.0,1.0
107,7,9,19,30,2,01大同區,大同區民生西路與民生西路171巷口,0,1,1,B03,2.0,57.0,3.0,8.0,0.0,14.0,9.0
107,7,10,11,30,2,01大同區,大同區民權西路144巷與民權西路144巷5弄口,0,1,2,B03,2.0,26.0,3.0,6.0,0.0,4.0,1.0
107,7,6,19,57,2,01大同區,大同區延平北路2段與民權西路口,0,1,1,B03,2.0,42.0,3.0,8.0,50.0,4.0,1.0
107,12,22,19,24,2,01大同區,大同區鄭州路與塔城街口,0,1,1,B03,2.0,50.0,3.0,8.0,40.0,14.0,9.0
107,12,11,19,5,2,01大同區,大同區延平北路2段與涼州街口,0,1,1,B03,2.0,44.0,3.0,8.0,50.0,4.0,2.0
107,12,19,13,6,2,01大同區,大同區鄭州路與西寧北路口,0,2,1,B03,2.0,29.0,3.0,8.0,40.0,4.0,2.0
107,12,27,7,38,2,01大同區,大同區承德路3段與昌吉街口,0,1,1,B03,2.0,35.0,3.0,6.0,50.0,3.0,1.0
107,12,18,17,13,2,01大同區,大同區民權西路102巷與民權西路102巷33弄口,0,1,2,B03,2.0,62.0,3.0,8.0,30.0,4.0,1.0
107,12,30,21,30,2,01大同區,大同區涼州街與安西街口,0,1,1,B03,2.0,35.0,3.0,7.0,30.0,4.0,1.0
107,8,15,17,4,2,01大同區,大同區太原路11-8號與太原路口旁停車場出入口,0,1,1,B03,2.0,45.0,3.0,7.0,40.0,3.0,1.0
107,9,14,10,0,2,01大同區,大同區南京西路與塔城街口,0,1,1,B03,2.0,49.0,4.0,8.0,0.0,4.0,2.0
107,10,1,11,0,2,01大同區,大同區承德路1段與長安西路口,0,2,2,B03,2.0,70.0,2.0,8.0,50.0,4.0,1.0
107,9,21,13,10,2,01大同區,大同區忠孝西路2段與塔城街口,0,1,1,B03,2.0,56.0,3.0,8.0,50.0,14.0,9.0
107,9,26,17,30,2,01大同區,大同區塔城街36號與塔城街口,0,1,1,B03,2.0,54.0,3.0,6.0,50.0,3.0,1.0
107,7,31,9,18,1,01大同區,大同區鄭州路與塔城街口,1,0,1,B03,2.0,71.0,3.0,8.0,40.0,4.0,1.0
107,7,11,13,8,2,01大同區,大同區鄭州路與塔城街口,0,1,1,B03,2.0,43.0,3.0,8.0,50.0,4.0,1.0
107,7,30,8,44,2,01大同區,大同區環河快速道路與民生西路口五號水門,0,2,3,B03,2.0,52.0,2.0,8.0,60.0,3.0,1.0
107,8,3,22,50,2,01大同區,大同區鄭州路與西寧北路口,0,1,2,B03,2.0,42.0,3.0,8.0,40.0,4.0,1.0
107,8,5,2,8,2,01大同區,大同區塔城街與鄭州路口,0,2,1,B03,2.0,26.0,2.0,8.0,50.0,4.0,1.0
107,8,17,18,22,2,01大同區,大同區承德路3段與敦煌路口,0,1,2,B02,2.0,61.0,3.0,6.0,50.0,4.0,1.0
107,8,12,20,38,2,01大同區,大同區重慶北路2段與南京西路口,0,1,1,B03,2.0,52.0,3.0,8.0,50.0,4.0,1.0
107,8,9,14,48,2,01大同區,大同區承德路3段176巷與承德路3段口,0,1,1,B02,2.0,50.0,3.0,8.0,50.0,3.0,1.0
107,8,14,14,12,2,01大同區,大同區民生西路與雙連街口,0,1,1,B03,2.0,29.0,3.0,7.0,50.0,3.0,1.0
107,8,7,13,40,2,01大同區,大同區長安西路259號,0,1,1,B03,2.0,59.0,3.0,8.0,50.0,14.0,9.0
107,9,1,10,0,2,01大同區,大同區延平北路2段與民權西路口,0,2,1,B03,2.0,64.0,3.0,8.0,50.0,5.0,2.0
107,1,4,8,47,2,02萬華區,萬華區康定路與永福街口,0,1,1,B03,2.0,34.0,3.0,8.0,50.0,3.0,1.0
107,1,10,16,45,2,02萬華區,萬華區德昌街185巷與德昌街261巷口,0,1,1,B03,2.0,55.0,3.0,8.0,40.0,4.0,1.0
107,1,20,15,44,2,02萬華區,萬華區成都路與昆明街口,0,1,1,B03,2.0,25.0,3.0,8.0,50.0,4.0,1.0
107,9,26,21,45,2,01大同區,大同區承德路3段與庫倫街口,0,1,1,B03,2.0,24.0,3.0,6.0,50.0,4.0,1.0
107,1,17,4,25,2,01大同區,大同區忠孝西路1段與塔城街口,0,1,1,B03,2.0,33.0,3.0,8.0,50.0,5.0,2.0
107,5,29,21,55,2,02萬華區,萬華區康定路與長沙街2段口,0,1,1,B03,2.0,30.0,3.0,8.0,50.0,4.0,1.0
107,1,11,16,49,2,02萬華區,萬華區漢口街2段90巷8弄與漢口街2段90巷口,0,1,1,B02,2.0,47.0,3.0,8.0,30.0,4.0,1.0
107,3,18,8,19,2,02萬華區,萬華區青年路72號與青年路68巷口對面,0,1,2,B03,2.0,50.0,3.0,8.0,30.0,3.0,2.0
107,7,19,10,35,2,02萬華區,萬華區萬大路337號,0,1,1,B03,2.0,48.0,3.0,8.0,30.0,14.0,9.0
107,8,4,16,35,2,02萬華區,萬華區康定路22號,0,1,1,B03,2.0,26.0,3.0,7.0,50.0,14.0,9.0
107,10,26,21,44,2,02萬華區,萬華區西園路2段與莒光路口,0,1,1,B03,2.0,54.0,3.0,8.0,50.0,3.0,2.0
107,10,19,17,34,2,02萬華區,萬華區昆明街147號,0,1,2,B03,2.0,67.0,3.0,8.0,50.0,14.0,9.0
107,8,23,12,28,2,02萬華區,萬華區環河南路2段175巷與環河南路2段口,0,1,1,B03,2.0,44.0,3.0,8.0,50.0,4.0,2.0
107,12,8,23,13,2,02萬華區,萬華區東園街83號,0,1,3,B03,2.0,37.0,3.0,6.0,50.0,14.0,9.0
107,8,10,8,7,2,02萬華區,萬華區光復橋往新北市(003023燈杆),0,3,2,B03,2.0,60.0,3.0,8.0,50.0,14.0,9.0
107,8,17,12,35,2,02萬華區,萬華區東園街154巷與長泰街156巷口,0,2,2,B03,2.0,40.0,3.0,7.0,30.0,4.0,1.0
107,9,19,8,24,2,02萬華區,萬華區長沙街2段與漢中街口,0,2,2,B03,2.0,47.0,3.0,8.0,50.0,3.0,2.0
107,9,6,19,52,2,02萬華區,萬華區西園路1段與西園路1段136巷口,0,1,1,B03,2.0,43.0,3.0,8.0,50.0,3.0,1.0
107,10,2,23,39,2,02萬華區,萬華區西園路1段與桂林路口,0,1,1,B03,2.0,42.0,3.0,8.0,50.0,4.0,1.0
107,1,31,18,22,2,02萬華區,萬華區西園路2段與西藏路口,0,1,1,B03,2.0,47.0,3.0,6.0,50.0,4.0,1.0
107,1,23,20,25,2,02萬華區,萬華區西園路1段與桂林路口,0,1,1,B03,2.0,44.0,3.0,8.0,50.0,4.0,1.0
107,1,24,10,30,2,02萬華區,萬華區萬大路533號與萬大路口華中橋下迴轉道,0,1,1,B03,2.0,68.0,3.0,8.0,50.0,3.0,1.0
107,1,16,8,22,2,02萬華區,萬華區萬大路486巷與萬大路口口,0,1,3,B01,2.0,54.0,3.0,8.0,50.0,3.0,1.0
107,1,26,12,20,2,02萬華區,萬華區青年路50號與西藏路125巷口,0,1,3,B03,2.0,40.0,3.0,7.0,50.0,3.0,2.0
107,2,24,17,24,2,02萬華區,萬華區環河南路1段與峨眉街口,0,1,1,B03,2.0,52.0,3.0,7.0,50.0,3.0,1.0
107,3,31,17,20,2,02萬華區,萬華區艋舺大道65號,0,1,3,B03,2.0,64.0,3.0,8.0,40.0,14.0,8.0
107,4,3,12,5,2,02萬華區,萬華區長沙街2段96號,0,1,1,B03,2.0,32.0,3.0,8.0,50.0,14.0,9.0
107,5,25,7,50,2,02萬華區,萬華區萬大路277巷與萬大路口,0,1,1,B03,2.0,49.0,3.0,8.0,30.0,4.0,1.0
107,10,13,18,15,2,02萬華區,萬華區西園路2段與寶興街口,0,2,3,B03,2.0,37.0,3.0,6.0,50.0,4.0,2.0
107,11,6,8,8,2,02萬華區,萬華區桂林路236號,0,1,2,B01,2.0,57.0,3.0,8.0,50.0,14.0,9.0
107,6,14,15,38,2,02萬華區,萬華區中華路2段與和平西路2段口,0,1,2,B03,2.0,52.0,3.0,7.0,50.0,4.0,1.0
107,6,25,19,59,2,02萬華區,萬華區康定路與內江街口,0,1,1,B03,2.0,28.0,3.0,8.0,50.0,4.0,1.0
107,1,26,17,16,2,02萬華區,萬華區西園路2段與艋舺大道口,0,1,2,B03,2.0,32.0,3.0,8.0,50.0,4.0,2.0
107,5,25,8,15,2,02萬華區,萬華區大理街160巷與大理街160巷11弄口,0,1,1,B03,2.0,43.0,3.0,8.0,30.0,13.0,9.0
107,6,4,7,17,2,02萬華區,萬華區西園路1段艋舺公園地下停車場出口,0,1,1,B03,2.0,59.0,3.0,8.0,40.0,14.0,9.0
107,7,1,6,20,2,02萬華區,萬華區中華路2段與水源路口,0,1,1,B03,2.0,40.0,3.0,8.0,50.0,4.0,1.0
107,4,8,22,10,2,02萬華區,萬華區萬大路與萬大路423巷口,0,1,1,B03,2.0,53.0,3.0,8.0,30.0,4.0,2.0
107,7,10,7,27,2,02萬華區,萬華區環河南快速道往南中興橋上方,0,1,2,B03,2.0,32.0,2.0,8.0,60.0,10.0,14.0
107,7,26,16,51,2,02萬華區,萬華區成都路30號,0,1,2,B03,2.0,37.0,3.0,8.0,50.0,14.0,9.0
107,2,18,10,53,2,02萬華區,萬華區東園街73巷與東園街73巷40弄口,0,1,1,B03,2.0,45.0,3.0,8.0,30.0,4.0,1.0
107,4,18,13,45,2,02萬華區,萬華區艋舺大道130號,0,1,1,B03,2.0,44.0,3.0,8.0,50.0,14.0,9.0
107,6,24,15,55,2,02萬華區,萬華區永福街與柳州街口口,0,1,1,B03,2.0,55.0,3.0,8.0,30.0,4.0,1.0
107,11,21,15,12,2,02萬華區,萬華區忠孝橋與西寧南路口下橋匝道,0,1,1,B03,2.0,22.0,3.0,8.0,50.0,4.0,2.0
107,6,27,20,45,2,02萬華區,萬華區成都路125號,0,1,2,B03,2.0,26.0,3.0,8.0,50.0,14.0,9.0
107,7,27,21,9,2,02萬華區,萬華區艋舺大道與和平西路2段口,0,1,2,B03,2.0,38.0,3.0,8.0,50.0,5.0,1.0
107,3,23,16,58,2,02萬華區,萬華區西寧南路與長沙街2段口,0,2,1,B03,2.0,62.0,3.0,8.0,50.0,4.0,4.0
107,3,17,10,40,2,02萬華區,萬華區西園路1段與桂林路口,0,1,1,B03,2.0,33.0,3.0,8.0,50.0,4.0,1.0
107,4,16,8,50,2,02萬華區,萬華區桂林路與柳州街口,0,1,1,B03,2.0,62.0,3.0,8.0,50.0,15.0,18.0
107,6,14,19,15,2,02萬華區,萬華區西藏路與艋舺大道口,0,1,1,B03,2.0,55.0,3.0,6.0,50.0,4.0,1.0
107,5,27,14,41,2,02萬華區,萬華區康定路與內江街口,0,1,1,B01,2.0,43.0,3.0,8.0,50.0,4.0,1.0
107,6,15,8,20,2,02萬華區,萬華區環河南路1段9號,0,1,3,B03,2.0,50.0,3.0,6.0,50.0,14.0,9.0
107,8,4,9,7,2,02萬華區,萬華區環河南路1段與漢口街2段口,0,2,1,B03,2.0,63.0,3.0,8.0,50.0,3.0,1.0
107,9,23,6,24,2,02萬華區,萬華區華中橋往北市機車道下橋處,0,1,1,B03,2.0,24.0,3.0,8.0,50.0,15.0,9.0
107,11,3,17,44,2,02萬華區,萬華區西藏路與西藏路口萬華國中停車場出入口,0,1,1,B03,2.0,55.0,3.0,8.0,50.0,3.0,1.0
107,9,29,17,7,2,02萬華區,萬華區成都路與漢中街口,0,1,1,B02,2.0,30.0,3.0,8.0,50.0,4.0,2.0
107,7,20,15,47,2,02萬華區,萬華區艋舺大道167號,0,1,1,B03,2.0,35.0,3.0,8.0,50.0,15.0,9.0
107,8,24,17,38,2,02萬華區,萬華區青年路與水源快速道口,0,1,2,B03,2.0,30.0,3.0,6.0,40.0,4.0,1.0
107,9,17,7,51,2,02萬華區,萬華區環河南路1段181-5號,0,1,1,B03,2.0,38.0,3.0,8.0,50.0,15.0,9.0
107,6,16,14,18,2,02萬華區,萬華區西藏路176號,0,1,3,B03,2.0,36.0,3.0,8.0,50.0,14.0,9.0
107,5,24,10,51,2,02萬華區,萬華區萬大路449巷與萬大路口,0,1,1,B03,2.0,49.0,3.0,8.0,30.0,3.0,2.0
107,6,7,21,14,2,02萬華區,萬華區萬大路344巷與東園街口,0,1,1,B03,2.0,41.0,3.0,7.0,40.0,4.0,2.0
107,6,13,12,42,2,02萬華區,萬華區環河南路1段與武昌街2段口,0,1,2,B03,2.0,75.0,3.0,8.0,50.0,4.0,1.0
107,8,22,3,10,2,02萬華區,萬華區環河南路2段與雙園街口,0,1,2,B02,2.0,43.0,3.0,7.0,50.0,5.0,1.0
107,9,27,7,55,2,02萬華區,萬華區中華路2段300巷13弄與西藏路口,0,1,1,B01,2.0,59.0,3.0,6.0,50.0,3.0,2.0
107,11,24,17,15,2,02萬華區,萬華區西園路1段254號,0,1,3,B03,2.0,42.0,3.0,8.0,50.0,14.0,9.0
107,12,20,19,53,2,02萬華區,萬華區西園路1段306巷與西園路1段282巷口,0,1,2,B03,2.0,44.0,3.0,8.0,50.0,4.0,1.0
107,7,25,16,3,2,02萬華區,萬華區中華路2段330號,0,1,2,B03,2.0,52.0,3.0,6.0,50.0,14.0,7.0
107,10,28,23,15,2,02萬華區,萬華區環河南路2段280巷與環河南路2段口,0,1,1,B03,2.0,43.0,3.0,8.0,50.0,5.0,1.0
107,7,24,22,25,2,02萬華區,萬華區西寧南路與內江街口,0,1,1,B03,2.0,44.0,3.0,8.0,50.0,4.0,1.0
107,10,7,9,32,2,02萬華區,萬華區漢口街2段90巷8弄,0,1,1,B03,2.0,46.0,3.0,8.0,40.0,13.0,9.0
107,11,23,13,47,2,02萬華區,萬華區昆明街與洛陽街口,0,1,1,B03,2.0,24.0,3.0,7.0,50.0,3.0,1.0
107,12,18,18,40,2,02萬華區,萬華區中華路2段416巷與國興路口,0,1,2,B03,2.0,61.0,3.0,8.0,50.0,4.0,1.0
107,11,29,9,14,2,02萬華區,萬華區和平西路3段382巷,0,1,2,B03,2.0,43.0,3.0,8.0,40.0,9.0,9.0
107,12,3,10,26,2,02萬華區,萬華區艋舺大道與西藏路口,0,1,2,B03,2.0,49.0,3.0,8.0,50.0,4.0,1.0
107,12,23,11,43,2,02萬華區,萬華區中華路2段與中華路2段484巷口,0,1,1,B03,2.0,55.0,3.0,7.0,0.0,4.0,2.0
107,2,18,9,19,2,03中山區,中山區北安路630巷9弄與北安路630巷口,0,1,1,B03,2.0,54.0,3.0,8.0,40.0,4.0,1.0
107,3,7,8,25,2,03中山區,中山區建國南路1段與市民大道3段口,0,1,1,B03,2.0,35.0,3.0,8.0,40.0,4.0,1.0
107,3,12,16,20,2,03中山區,中山區長春路80號,0,1,1,B03,2.0,36.0,3.0,8.0,50.0,14.0,7.0
107,3,12,16,20,2,03中山區,中山區長春路80號,0,1,3,B03,2.0,46.0,3.0,8.0,50.0,14.0,7.0
107,2,9,13,52,2,03中山區,中山區樂群二路116巷與敬業三路161巷口,0,1,2,B03,2.0,51.0,3.0,6.0,30.0,4.0,1.0
107,1,18,8,41,2,03中山區,中山區北安路807號,0,1,2,B03,2.0,40.0,3.0,8.0,50.0,14.0,8.0
107,1,30,10,16,2,03中山區,中山區錦州街241巷與錦州街口,0,1,1,B03,2.0,40.0,3.0,7.0,40.0,4.0,2.0
107,2,8,9,3,2,03中山區,中山區吉林路161巷與吉林路口,0,1,2,B03,2.0,33.0,3.0,7.0,50.0,4.0,1.0
107,1,12,9,12,2,03中山區,中山區長安東路2段與建國北路1段口,0,1,1,B03,2.0,33.0,3.0,8.0,50.0,4.0,1.0
107,1,1,15,21,2,03中山區,中山區民權東路2段117號,0,3,2,B02,2.0,34.0,3.0,8.0,50.0,14.0,9.0
107,1,8,23,1,2,03中山區,中山區建國北路2段與民生東路3段口,0,1,2,B03,2.0,40.0,3.0,6.0,50.0,4.0,2.0
107,1,4,17,48,2,03中山區,中山區濱江街95號,0,1,1,B03,2.0,31.0,3.0,7.0,50.0,14.0,9.0
107,1,4,23,55,2,03中山區,中山區北安路554巷與北安路口,0,1,1,B03,2.0,30.0,3.0,7.0,50.0,3.0,1.0
107,1,30,21,40,2,03中山區,中山區民權東路2段91號,0,2,1,B03,2.0,50.0,3.0,6.0,50.0,14.0,9.0
107,1,27,9,43,2,03中山區,中山區民權東路2段176號,0,1,2,B03,2.0,64.0,3.0,8.0,50.0,14.0,12.0
107,1,10,10,38,2,03中山區,中山區北安路與大直橋口,0,1,2,B03,2.0,47.0,3.0,8.0,50.0,15.0,9.0
107,1,11,14,0,2,03中山區,中山區北安路516-1號,0,1,1,B03,2.0,30.0,3.0,8.0,50.0,14.0,9.0
107,1,18,11,18,2,03中山區,中山區雙城街與雙城街10巷口,0,1,1,B03,2.0,59.0,3.0,8.0,40.0,4.0,1.0
107,1,24,12,52,2,03中山區,中山區北安路與大直街口,0,1,1,B03,2.0,73.0,3.0,8.0,50.0,4.0,1.0
107,1,28,7,59,2,03中山區,中山區濱江街246號,0,1,3,B03,2.0,50.0,3.0,8.0,50.0,14.0,9.0
107,2,1,19,22,2,03中山區,中山區林森北路395號,0,1,2,B03,2.0,58.0,3.0,6.0,50.0,14.0,9.0
107,1,18,8,55,2,03中山區,中山區中山北路2段與民權西路口,0,1,2,B03,2.0,60.0,3.0,7.0,50.0,4.0,2.0
107,1,15,17,0,2,03中山區,中山區南京東路3段與建國北路1段口,0,1,1,B03,2.0,49.0,3.0,8.0,50.0,4.0,2.0
107,3,8,7,50,2,03中山區,中山區敬業四路與北安路口,0,1,2,B03,2.0,36.0,3.0,6.0,50.0,4.0,1.0
107,3,8,16,8,2,03中山區,中山區北安路與北安路670巷口,0,1,1,B03,2.0,40.0,3.0,6.0,50.0,4.0,1.0
107,1,3,13,59,2,03中山區,中山區中山北路2段46巷與中山北路2段無名巷口,0,1,1,B03,2.0,39.0,3.0,8.0,30.0,3.0,1.0
107,1,15,11,30,2,03中山區,中山區北安路與中山北路4段口,0,1,1,B03,2.0,52.0,3.0,8.0,50.0,3.0,1.0
107,1,21,13,25,2,03中山區,中山區北安路535號,0,3,1,B03,2.0,49.0,3.0,8.0,50.0,14.0,7.0
107,2,18,18,0,2,03中山區,中山區建國北路1段與長安東路2段口,0,1,1,B03,2.0,35.0,3.0,8.0,50.0,14.0,9.0
107,1,19,17,0,2,03中山區,中山區吉林路與吉林路218巷口,0,1,2,B03,2.0,38.0,3.0,6.0,50.0,4.0,1.0
107,1,14,14,55,2,03中山區,中山區北安路588巷與北安路608巷14弄口,0,2,1,B03,2.0,38.0,3.0,8.0,50.0,4.0,1.0
107,1,7,12,15,2,03中山區,中山區明水路672巷21號,0,2,3,B03,2.0,39.0,3.0,6.0,50.0,14.0,9.0
107,1,24,22,23,2,03中山區,中山區樂群三路51號,0,1,1,B03,2.0,35.0,3.0,7.0,50.0,14.0,9.0
107,2,8,9,19,2,03中山區,中山區南京東路2段與吉林路口,0,1,1,B03,2.0,65.0,3.0,7.0,50.0,4.0,1.0
107,4,26,18,14,2,03中山區,中山區北安路670巷與北安路630巷9弄口,0,1,2,B03,2.0,42.0,3.0,8.0,40.0,3.0,1.0
107,2,2,23,5,2,03中山區,中山區林森北路485巷與林森北路口,0,1,1,B03,2.0,54.0,3.0,6.0,50.0,3.0,2.0
107,3,6,14,37,2,03中山區,中山區民生東路2段與新生北路2段口,0,1,3,B03,2.0,34.0,3.0,8.0,40.0,3.0,2.0
107,2,27,18,15,2,03中山區,中山區建國北路1段52巷與建國北路1段口,0,1,1,B03,2.0,35.0,3.0,8.0,50.0,3.0,1.0
107,2,28,13,10,2,03中山區,中山區新生北路2段與民權東路1段口,0,1,1,B03,2.0,23.0,3.0,6.0,50.0,4.0,1.0
107,3,9,15,0,2,03中山區,中山區自強隧道往大直,0,1,1,B03,2.0,48.0,3.0,8.0,50.0,16.0,9.0
107,1,17,18,14,2,03中山區,中山區建國北路3段與建國北路3段151巷口,0,1,1,B03,2.0,34.0,3.0,8.0,50.0,4.0,1.0
107,1,17,18,14,2,03中山區,中山區建國北路3段與建國北路3段151巷口,0,1,3,B03,2.0,43.0,3.0,8.0,50.0,4.0,1.0
107,1,29,17,27,2,03中山區,中山區敬業二路與敬業二路69巷口,0,1,1,B03,2.0,38.0,3.0,6.0,50.0,3.0,1.0
107,5,27,9,10,2,03中山區,中山區南京東路1段與松江路口4號出口,0,1,1,B03,2.0,52.0,3.0,8.0,40.0,14.0,9.0
107,5,27,9,10,2,03中山區,中山區南京東路1段與松江路口4號出口,0,1,2,B03,2.0,17.0,3.0,8.0,40.0,14.0,9.0
107,3,5,12,41,2,03中山區,中山區建國北路1段5-1號,0,1,1,B03,2.0,66.0,3.0,8.0,50.0,14.0,6.0
107,3,20,19,43,2,03中山區,中山區民權東路2段164號,0,1,2,B01,2.0,40.0,3.0,6.0,50.0,14.0,9.0
107,4,1,10,50,2,03中山區,中山區民族東路410巷與民族東路口,0,1,1,B03,2.0,64.0,3.0,8.0,50.0,3.0,1.0
107,2,16,22,12,2,03中山區,中山區中山北路2段185號,0,1,3,B03,2.0,39.0,2.0,8.0,50.0,14.0,9.0
107,2,24,16,20,2,03中山區,中山區建國高架道往北長安東路匝道,0,1,1,B03,2.0,34.0,2.0,8.0,40.0,10.0,16.0
107,2,24,16,20,2,03中山區,中山區建國高架道往北長安東路匝道,0,1,2,B03,2.0,31.0,3.0,8.0,40.0,10.0,16.0
107,2,15,8,1,2,03中山區,中山區北安路與北安路554巷口口,0,2,1,B03,2.0,72.0,3.0,8.0,50.0,3.0,1.0
107,2,26,17,2,2,03中山區,中山區林森北路與雙城街7巷口,0,1,1,B03,2.0,61.0,3.0,7.0,50.0,3.0,1.0
107,2,13,22,0,2,03中山區,中山區自強隧道,0,1,2,B03,2.0,55.0,3.0,7.0,50.0,6.0,8.0
107,2,15,12,54,2,03中山區,中山區新生北路3段與德惠街口橋下迴轉道,0,1,1,B03,2.0,33.0,3.0,7.0,50.0,4.0,1.0
107,2,2,16,20,2,03中山區,中山區民權東路2段與吉林路口,0,1,2,B03,2.0,43.0,3.0,7.0,50.0,4.0,2.0
107,2,15,17,48,2,03中山區,中山區吉林路313號與吉林路口,0,2,1,B03,2.0,37.0,3.0,8.0,50.0,4.0,1.0
107,5,15,9,0,2,03中山區,中山區民權西路與中山北路2段口,0,1,2,B03,2.0,28.0,3.0,8.0,50.0,14.0,9.0
107,5,16,11,10,2,03中山區,中山區北安路55號對面,0,1,2,B03,2.0,45.0,2.0,8.0,50.0,14.0,9.0
107,5,7,22,45,2,03中山區,中山區民權東路1段與民權東路1段70巷口,0,1,2,B03,2.0,53.0,3.0,8.0,50.0,3.0,2.0
107,5,8,13,5,2,03中山區,中山區北安路573巷與大直街口,0,2,1,B03,2.0,62.0,3.0,8.0,40.0,3.0,1.0
107,3,7,8,50,2,03中山區,中山區樂群一路與敬業三路口往東第5支燈桿,0,1,2,B03,2.0,32.0,3.0,8.0,50.0,14.0,7.0
107,4,7,6,25,2,03中山區,中山區民族東路與林森北路口,0,1,1,B03,2.0,38.0,3.0,6.0,50.0,3.0,1.0
107,4,10,9,11,2,03中山區,中山區民生東路3段5號,0,1,1,B03,2.0,29.0,3.0,8.0,50.0,14.0,9.0
107,4,21,14,56,2,03中山區,中山區民權東路2段63號,0,1,2,B03,2.0,41.0,3.0,8.0,50.0,14.0,9.0
107,4,28,15,33,2,03中山區,中山區長安東路2段與吉林路口,0,2,1,B03,2.0,50.0,3.0,8.0,50.0,4.0,1.0
107,3,24,21,2,2,03中山區,中山區復興北路48號,0,1,2,B03,2.0,35.0,3.0,7.0,50.0,14.0,9.0
107,5,21,17,30,2,03中山區,中山區內湖路1段與堤頂大道2段口,0,1,1,B03,2.0,54.0,3.0,8.0,50.0,4.0,2.0
107,3,23,5,5,2,03中山區,中山區民權東路3段與合江街口對面,0,1,2,B02,2.0,36.0,3.0,7.0,40.0,14.0,8.0
107,3,16,10,50,2,03中山區,中山區民族東路410巷2弄18號,0,1,1,B03,2.0,57.0,3.0,7.0,40.0,13.0,9.0
107,4,26,10,8,2,03中山區,中山區林森北路85巷與林森北路口,0,1,1,B03,2.0,35.0,4.0,8.0,50.0,3.0,2.0
107,3,20,11,57,2,03中山區,中山區新生北路2段92號停車格,0,1,1,B03,2.0,49.0,3.0,6.0,50.0,14.0,9.0
107,3,20,18,30,2,03中山區,中山區北安路458巷41弄與大直街口,0,3,2,B01,2.0,64.0,3.0,6.0,50.0,3.0,2.0
107,4,12,12,2,2,03中山區,中山區建國北路2段38號前,0,1,2,B03,2.0,34.0,3.0,7.0,50.0,14.0,9.0
107,5,3,21,11,2,03中山區,中山區農安街與民權東路2段71巷口,0,2,3,B03,2.0,40.0,3.0,8.0,50.0,4.0,1.0
107,3,14,8,0,2,03中山區,中山區長安東路2段與新生北路1段口,0,1,2,B03,2.0,42.0,3.0,8.0,50.0,4.0,1.0
107,3,20,11,30,2,03中山區,中山區新生北路2段68巷與民生東路1段70巷口,0,1,2,B03,2.0,43.0,3.0,6.0,30.0,4.0,1.0
107,4,16,16,25,2,03中山區,中山區中山北路2段與中山北路2段59巷口口,0,1,3,B03,2.0,59.0,3.0,7.0,50.0,3.0,2.0
