發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,天候,速限,道路型態,事故位置
102,3,7,8,0,2,05中正區,南昌路 重慶南路2段7巷,0,1,1,B01,2.0,53.0,3.0,8.0,50.0,5.0,1.0
102,4,10,12,0,2,05中正區,中正區西藏路104號,0,2,1,B03,2.0,32.0,3.0,7.0,50.0,3.0,1.0
102,1,16,14,49,2,05中正區,仁愛路 復興南路,0,1,1,B03,2.0,50.0,3.0,8.0,50.0,5.0,1.0
102,2,24,12,40,2,05中正區,中正橋往永和 (水快匝道接中正橋處),0,2,1,B03,2.0,64.0,3.0,8.0,50.0,3.0,1.0
102,1,8,21,35,2,05中正區,中正區福州街14號,0,1,1,B03,2.0,50.0,3.0,6.0,50.0,14.0,9.0
102,8,12,7,24,2,05中正區,羅斯福路4段24巷口,0,2,1,B03,2.0,32.0,3.0,8.0,50.0,3.0,1.0
102,11,21,15,15,2,05中正區,重慶南路 愛國西路,0,1,1,B03,2.0,44.0,3.0,8.0,50.0,14.0,9.0
102,8,8,12,55,2,05中正區,中正區三元街111號,0,2,2,B03,2.0,40.0,3.0,8.0,50.0,14.0,7.0
102,8,9,7,55,2,05中正區,金門街24巷口,0,1,1,B03,2.0,28.0,3.0,8.0,30.0,4.0,1.0
102,9,16,17,20,2,05中正區,中正區汀州路2段180號,0,1,1,B03,2.0,50.0,3.0,8.0,50.0,14.0,9.0
102,7,14,17,20,2,05中正區,中正區南海路47號,0,1,1,B03,2.0,48.0,3.0,8.0,50.0,14.0,9.0
102,9,15,17,0,2,05中正區,中正橋(往新北市方向),0,1,1,B03,2.0,43.0,3.0,7.0,50.0,3.0,1.0
102,9,15,22,40,2,05中正區,和平西路 福州街,0,1,1,B03,2.0,51.0,3.0,7.0,50.0,5.0,2.0
102,8,8,8,2,2,05中正區,師大路 水源路,0,1,1,B03,2.0,34.0,3.0,8.0,50.0,5.0,1.0
102,8,2,14,27,2,05中正區,牯嶺街58之1號,0,1,1,B03,2.0,44.0,3.0,8.0,50.0,4.0,2.0
102,8,31,20,30,2,05中正區,汀州路3段 羅斯福路4段52,0,1,1,B01,2.0,43.0,3.0,6.0,50.0,3.0,1.0
102,9,15,16,45,2,05中正區,和平西路 南海路,0,1,2,B03,2.0,43.0,3.0,6.0,50.0,4.0,1.0
102,10,5,10,50,2,05中正區,和平西路2段 延平南路加油站,0,1,1,B03,2.0,49.0,3.0,6.0,50.0,3.0,1.0
102,8,29,17,18,2,05中正區,福州街 泉州街,0,1,1,B03,2.0,36.0,3.0,6.0,50.0,3.0,2.0
102,9,22,15,30,2,05中正區,羅斯福路4段24巷口,0,1,3,B03,2.0,22.0,3.0,8.0,50.0,3.0,1.0
102,11,13,20,30,2,05中正區,中正區中華路2段281號,0,2,3,B03,2.0,33.0,3.0,7.0,50.0,4.0,2.0
102,9,19,16,1,2,05中正區,汀州路2段 廈門街,0,4,2,B03,2.0,45.0,2.0,6.0,50.0,4.0,1.0
102,10,31,17,38,2,05中正區,和平西路2段 泉州街,0,1,1,B03,2.0,36.0,3.0,6.0,50.0,5.0,1.0
102,12,16,21,0,2,05中正區,南海路103號地下停車場出口前,0,1,2,B03,2.0,47.0,3.0,6.0,50.0,15.0,20.0
102,3,1,22,35,2,06松山區,松山區八德路4段337號,0,1,3,B03,2.0,26.0,3.0,6.0,50.0,14.0,9.0
102,10,23,7,45,2,05中正區,羅斯福路3段342號,0,1,2,B03,2.0,56.0,3.0,6.0,50.0,14.0,9.0
102,10,7,21,15,2,05中正區,羅斯福路 和平西路,0,1,1,B03,2.0,50.0,4.0,7.0,50.0,4.0,2.0
102,10,7,21,15,2,05中正區,羅斯福路 和平西路,0,1,3,B03,2.0,31.0,3.0,7.0,50.0,4.0,2.0
102,11,15,7,0,2,05中正區,思源街花園停車場出入口前,0,1,2,B03,2.0,45.0,2.0,8.0,50.0,11.0,9.0
102,11,22,14,47,2,05中正區,愛國西路 博愛路,0,1,1,B03,2.0,38.0,3.0,8.0,50.0,4.0,2.0
102,10,28,8,55,2,05中正區,水源路3之3號,0,2,2,B03,2.0,52.0,3.0,8.0,50.0,14.0,7.0
102,11,27,21,17,2,05中正區,汀州路1段 寧波西街,0,2,1,B03,2.0,44.0,3.0,6.0,50.0,4.0,1.0
102,12,6,11,50,2,05中正區,中正區同安街與南昌路2段口,0,2,1,B03,2.0,53.0,3.0,8.0,50.0,4.0,1.0
102,12,16,13,0,2,05中正區,廣州街10-6號,0,1,1,B03,2.0,36.0,3.0,8.0,50.0,14.0,7.0
102,12,16,14,40,2,05中正區,南海路 惠安街,0,1,1,B03,2.0,35.0,3.0,8.0,50.0,3.0,1.0
102,1,2,21,8,2,06松山區,民權東路 民族東路,0,1,1,B03,2.0,26.0,3.0,7.0,50.0,3.0,1.0
102,3,13,15,30,2,06松山區,光復南路17巷 八德路4段106巷4弄,0,1,2,B03,2.0,24.0,3.0,7.0,40.0,4.0,1.0
102,1,17,17,40,2,06松山區,松山區復興北路201號,0,2,1,B03,2.0,50.0,3.0,7.0,50.0,14.0,9.0
102,1,5,13,30,2,06松山區,松山區市民大道與復興南路1段口,0,1,1,B01,2.0,56.0,3.0,8.0,50.0,4.0,1.0
102,2,23,13,3,2,06松山區,延壽街330巷17弄 健康路225巷,0,2,1,B03,2.0,48.0,3.0,7.0,40.0,4.0,1.0
102,1,1,13,12,2,06松山區,南京東路5段308號麥帥一橋上橋處,0,1,1,B03,2.0,49.0,3.0,6.0,50.0,8.0,7.0
102,3,5,17,53,2,06松山區,三民路3巷口,0,1,1,B03,2.0,46.0,3.0,8.0,50.0,4.0,1.0
102,1,11,22,23,2,06松山區,松山區光復北路165巷,0,1,1,B03,2.0,20.0,3.0,6.0,50.0,4.0,2.0
102,3,10,4,5,2,06松山區,南京東路 三民路,0,1,2,B03,2.0,20.0,3.0,7.0,30.0,3.0,1.0
102,2,6,18,28,2,06松山區,八德路4段453巷口,0,1,1,B03,2.0,35.0,3.0,8.0,50.0,3.0,1.0
102,1,18,9,29,2,06松山區,松山區南京東路5段23巷,0,1,1,B03,2.0,39.0,3.0,8.0,30.0,4.0,2.0
102,2,8,19,10,2,06松山區,八德路2段366巷55弄,0,1,1,B03,2.0,45.0,3.0,7.0,40.0,4.0,1.0
102,3,12,22,5,2,06松山區,復興北路 五常街,0,1,1,B03,2.0,59.0,3.0,8.0,50.0,4.0,1.0
102,4,18,15,12,2,06松山區,南京東路5段389巷口,0,2,1,B03,2.0,65.0,3.0,8.0,50.0,3.0,1.0
102,4,8,6,40,2,06松山區,八德路3段158巷 光復南路58巷,0,1,2,B03,2.0,52.0,3.0,8.0,30.0,5.0,1.0
102,5,3,15,5,2,06松山區,松山區市民大道4段171號,0,1,2,B03,2.0,28.0,3.0,7.0,40.0,14.0,9.0
102,3,17,15,23,2,06松山區,基隆路 八德路4段453巷,0,1,1,B03,2.0,31.0,3.0,8.0,50.0,14.0,9.0
102,4,29,17,39,2,06松山區,三民路180巷口,0,1,1,B03,2.0,30.0,3.0,8.0,50.0,4.0,1.0
102,2,16,12,15,2,06松山區,民權東路4段 光復北路,0,1,1,B03,2.0,30.0,3.0,8.0,50.0,4.0,1.0
102,2,20,19,15,2,06松山區,敦化北路 長春路,0,1,1,B03,2.0,43.0,3.0,7.0,50.0,4.0,1.0
102,3,9,17,0,2,06松山區,新中街 民生東路5段36巷8弄,0,1,1,B03,2.0,45.0,3.0,8.0,30.0,3.0,1.0
102,4,3,11,55,2,06松山區,民權東路 撫遠街,0,1,1,B03,2.0,28.0,3.0,8.0,50.0,4.0,1.0
102,4,3,14,20,2,06松山區,南京東路5段250巷2弄39號,0,1,2,B01,2.0,63.0,3.0,8.0,30.0,14.0,9.0
102,3,14,12,0,2,06松山區,松山區民權東路5段4號,0,1,1,B03,2.0,56.0,3.0,8.0,50.0,3.0,2.0
102,4,9,11,10,2,06松山區,松山區長安東路2段280號,0,1,1,B02,2.0,33.0,3.0,8.0,50.0,14.0,7.0
102,4,7,14,30,2,06松山區,東興路15巷口,0,1,2,B02,2.0,35.0,3.0,8.0,50.0,4.0,2.0
102,2,7,16,7,2,06松山區,松山區八德路2段400號,0,1,1,B03,2.0,42.0,3.0,8.0,50.0,14.0,9.0
102,3,14,19,15,2,06松山區,松山區延壽街78號,0,2,3,B03,2.0,,3.0,8.0,30.0,3.0,2.0
102,3,8,8,45,2,06松山區,民族東路650之1號,0,1,1,B03,2.0,39.0,3.0,8.0,30.0,4.0,1.0
102,2,6,16,18,2,06松山區,基隆路 八德路4段,0,1,1,B03,2.0,37.0,3.0,8.0,50.0,5.0,1.0
102,5,25,13,45,2,06松山區,松山區,0,1,1,B03,2.0,34.0,3.0,8.0,30.0,11.0,22.0
102,4,5,12,10,2,06松山區,南京東路 敦化北路,0,1,1,B03,2.0,28.0,3.0,6.0,30.0,4.0,2.0
102,3,21,14,2,2,06松山區,松山區復興北路101號,0,1,1,B03,2.0,28.0,3.0,8.0,20.0,15.0,22.0
102,3,21,14,2,2,06松山區,松山區復興北路101號,0,1,2,B03,2.0,56.0,3.0,8.0,20.0,15.0,22.0
102,4,9,20,18,2,06松山區,民生東路5段53-1號,0,2,4,B03,2.0,39.0,3.0,6.0,50.0,14.0,9.0
102,4,11,22,33,2,06松山區,松山區八德路4段245巷,0,2,1,B03,2.0,55.0,3.0,6.0,50.0,3.0,1.0
102,3,30,8,20,2,06松山區,松河街212號前斜對角,0,1,2,B03,2.0,51.0,3.0,7.0,50.0,14.0,9.0
102,4,18,21,40,2,06松山區,民權東路3段140巷口,0,1,1,B03,2.0,46.0,3.0,6.0,50.0,3.0,2.0
102,5,17,2,46,2,06松山區,市民大道5段 虎林街,0,1,2,B03,2.0,29.0,2.0,6.0,50.0,4.0,1.0
102,4,30,22,35,2,06松山區,健康路 延壽街356巷口,0,1,1,B03,2.0,60.0,3.0,6.0,50.0,3.0,2.0
102,5,7,19,30,2,06松山區,南京東路5段66巷2弄,0,1,1,B03,2.0,59.0,3.0,7.0,30.0,4.0,2.0
102,5,6,8,27,2,06松山區,南京東路4段75巷14弄口,0,1,2,B01,2.0,51.0,3.0,8.0,40.0,4.0,1.0
102,6,3,15,18,2,06松山區,健康路 南京東路5段291巷,0,1,1,B03,2.0,36.0,3.0,8.0,50.0,3.0,1.0
102,4,11,13,18,2,06松山區,民權東路 光復北路,0,1,1,B03,2.0,77.0,4.0,6.0,50.0,4.0,1.0
102,5,13,10,24,2,06松山區,南京東路3段303巷6弄口,0,1,2,B01,2.0,60.0,3.0,8.0,40.0,4.0,1.0
102,6,13,9,16,2,06松山區,南京東路5段251巷32弄口,0,1,1,B03,2.0,30.0,3.0,8.0,40.0,4.0,1.0
102,3,23,23,31,2,06松山區,敦化北路155巷 健康路15巷,0,1,1,B03,2.0,36.0,3.0,8.0,40.0,3.0,1.0
102,2,24,10,55,2,06松山區,松山區民生東路5段216號,0,1,2,B03,2.0,57.0,3.0,8.0,50.0,4.0,2.0
102,3,26,8,20,2,06松山區,八德路4段17巷口,0,1,1,B03,2.0,30.0,3.0,8.0,50.0,3.0,1.0
102,6,2,11,0,2,06松山區,復興北路 民族東路,0,1,2,B03,2.0,31.0,3.0,8.0,50.0,4.0,1.0
102,4,27,12,0,2,06松山區,健康路35巷 光復北路190巷,0,1,1,B03,2.0,38.0,3.0,8.0,50.0,3.0,2.0
102,5,27,11,8,2,06松山區,八德路4段 東寧路,0,1,2,B03,2.0,41.0,2.0,8.0,50.0,4.0,2.0
102,3,24,8,27,2,06松山區,松山區八德路4段85號,0,1,1,B03,2.0,47.0,3.0,7.0,50.0,14.0,9.0
102,4,23,7,36,2,06松山區,松山區復興北路337號,0,1,1,B03,2.0,51.0,3.0,7.0,50.0,14.0,9.0
102,7,10,10,23,2,06松山區,光復南路32巷16弄 光復南路32巷口,0,1,2,B03,2.0,45.0,3.0,8.0,30.0,4.0,1.0
102,5,13,13,16,2,06松山區,光復南路6巷 光復南路6巷40弄,0,1,2,B03,2.0,32.0,3.0,6.0,30.0,4.0,1.0
102,5,23,22,20,2,06松山區,八德路 延吉街,0,1,1,B03,2.0,44.0,3.0,7.0,50.0,3.0,1.0
102,6,21,19,45,2,06松山區,松山區健康路158號,0,2,2,B03,2.0,43.0,3.0,8.0,50.0,3.0,1.0
102,6,22,23,30,2,06松山區,松山區八德路4段765號,0,1,1,B03,2.0,43.0,3.0,8.0,50.0,14.0,9.0
102,5,23,13,5,2,06松山區,光復北路11巷 八德路4段17巷,0,1,1,B03,2.0,61.0,3.0,8.0,50.0,3.0,1.0
102,5,31,20,5,2,06松山區,松山區南京東路5段333號,0,2,1,B03,2.0,54.0,3.0,8.0,50.0,14.0,9.0
102,4,11,9,15,2,06松山區,八德路4段245巷32弄 吉祥路,0,1,1,B03,2.0,64.0,3.0,7.0,50.0,4.0,1.0
102,6,10,12,37,2,06松山區,松山區東興路3號,0,1,2,B03,2.0,42.0,3.0,8.0,50.0,4.0,1.0
102,4,24,10,2,2,06松山區,三民路9號停車場前,0,1,1,B01,2.0,56.0,3.0,8.0,50.0,14.0,9.0
102,5,15,7,30,2,06松山區,松山區松河街144號,0,1,4,B03,2.0,,3.0,8.0,40.0,14.0,9.0
102,5,27,18,30,2,06松山區,新東街41之8號對面,0,2,1,B03,2.0,55.0,3.0,8.0,40.0,14.0,9.0
102,6,7,19,23,2,06松山區,松山區民權東路3段119號,0,1,1,B03,2.0,45.0,3.0,8.0,50.0,14.0,9.0
102,6,7,19,23,2,06松山區,松山區民權東路3段119號,0,1,2,B03,2.0,45.0,2.0,8.0,50.0,14.0,9.0
102,6,7,19,23,2,06松山區,松山區民權東路3段119號,0,1,3,B03,2.0,46.0,3.0,8.0,50.0,14.0,9.0
102,7,17,14,23,2,06松山區,八德路3段10之1號,0,1,3,B01,2.0,50.0,3.0,8.0,50.0,14.0,9.0
102,7,21,22,17,2,06松山區,基隆路1段 八德路4段,0,1,1,B03,2.0,41.0,3.0,8.0,50.0,4.0,1.0
102,4,17,11,40,2,06松山區,松山區南京東路4段133巷,0,1,1,B03,2.0,34.0,3.0,8.0,30.0,14.0,9.0
102,5,31,7,45,2,06松山區,民生東路 新東街,0,2,1,B03,2.0,61.0,3.0,8.0,50.0,4.0,1.0
102,6,1,10,35,2,06松山區,八德路3段99巷口,0,1,1,B03,2.0,52.0,3.0,8.0,50.0,3.0,1.0
102,5,20,9,45,2,06松山區,光復北路230巷 健康路35巷,0,1,1,B03,2.0,71.0,3.0,8.0,50.0,3.0,1.0
102,7,7,20,24,2,06松山區,松山區敦化北路199巷,0,2,2,B03,2.0,55.0,2.0,8.0,50.0,3.0,1.0
102,6,9,21,16,2,06松山區,三民路102巷 新東街3巷,0,1,2,B02,2.0,42.0,3.0,8.0,30.0,4.0,1.0
102,5,5,12,1,2,06松山區,復興北路 興安街,0,1,1,B03,2.0,61.0,3.0,8.0,50.0,4.0,1.0
102,5,23,15,25,2,06松山區,敦化南路1段100巷3弄,0,2,1,B03,2.0,36.0,2.0,6.0,40.0,4.0,1.0
102,7,12,9,15,2,06松山區,松山區復興北路315號,0,1,1,B03,2.0,40.0,3.0,8.0,50.0,3.0,2.0
102,5,17,16,47,2,06松山區,新東街3巷 三民路102巷,0,1,2,B03,2.0,33.0,3.0,8.0,40.0,4.0,1.0
102,7,23,16,53,2,06松山區,基隆路 八德路,0,1,1,B03,2.0,48.0,3.0,8.0,50.0,5.0,1.0
102,7,25,8,31,2,06松山區,民生東路 敦化北路,0,1,1,B03,2.0,43.0,3.0,8.0,50.0,5.0,1.0
102,6,22,16,22,2,06松山區,松山區民生東路3段107巷,0,1,1,B03,2.0,62.0,3.0,8.0,50.0,3.0,1.0
102,6,6,17,4,2,06松山區,復興北路313巷 民權東路106巷口,0,1,1,B03,2.0,29.0,3.0,6.0,40.0,4.0,1.0
102,7,10,19,25,2,06松山區,光復北路 健康路,0,1,1,B03,2.0,30.0,3.0,8.0,50.0,4.0,1.0
102,4,29,15,15,2,06松山區,松山區敦化南路1段3號,0,1,1,B03,2.0,52.0,3.0,8.0,30.0,14.0,8.0
102,5,31,8,20,2,06松山區,八德路4段 中坡北路,0,1,1,B03,2.0,43.0,3.0,8.0,30.0,14.0,9.0
102,6,28,13,30,2,06松山區,松山區光復北路11巷,0,2,2,B03,2.0,26.0,3.0,8.0,50.0,4.0,1.0
102,5,20,17,25,2,06松山區,松山區市民大道4段35號,0,1,1,B03,2.0,39.0,3.0,7.0,40.0,14.0,7.0
102,6,8,13,5,2,06松山區,松山區東興路,0,1,2,B03,2.0,24.0,3.0,8.0,50.0,4.0,1.0
102,6,23,18,11,2,06松山區,民生東路 光復北路,0,1,1,B03,2.0,54.0,3.0,6.0,50.0,4.0,1.0
102,7,31,19,8,2,06松山區,民生東路 敦化北路,0,1,1,B03,2.0,50.0,3.0,8.0,0.0,4.0,1.0
102,8,2,17,55,2,06松山區,市民大道 松山路,0,1,1,B03,2.0,23.0,4.0,7.0,40.0,4.0,1.0
102,9,7,18,47,2,06松山區,基隆路 八德路,0,2,1,B03,2.0,37.0,3.0,8.0,50.0,14.0,9.0
102,7,20,14,49,2,06松山區,敦化北路 八德路,0,1,1,B03,2.0,19.0,3.0,8.0,50.0,5.0,1.0
102,5,14,9,23,2,06松山區,民生東路 塔悠路,0,1,1,B02,2.0,43.0,3.0,8.0,50.0,3.0,1.0
102,7,30,17,2,2,06松山區,民權東路3段191巷 民權東路3段191巷31弄,0,1,2,B03,2.0,55.0,2.0,8.0,30.0,5.0,1.0
102,5,24,15,37,2,06松山區,松山區市民大道247號,0,1,3,B02,2.0,23.0,3.0,8.0,40.0,3.0,2.0
102,10,22,20,44,2,06松山區,松山區光復北路206號,0,1,1,B03,2.0,38.0,3.0,6.0,50.0,14.0,22.0
102,8,19,14,6,2,06松山區,松山區市民大道4段297號,0,1,1,B03,2.0,39.0,3.0,8.0,40.0,14.0,22.0
102,6,20,14,28,2,06松山區,松山區民生東路3段113巷3段,0,1,1,B03,2.0,37.0,3.0,8.0,50.0,4.0,1.0
102,9,19,21,18,2,06松山區,民生東路 敦化北路,0,2,1,B03,2.0,66.0,2.0,6.0,50.0,5.0,2.0
102,8,22,16,56,2,06松山區,松山區光復北路119號,0,1,3,B03,2.0,35.0,3.0,6.0,50.0,14.0,9.0
102,9,2,16,14,2,06松山區,復興北路 民族東路,0,1,1,B03,2.0,37.0,4.0,8.0,50.0,5.0,2.0
102,8,24,22,39,2,06松山區,民權東路 敦化北路,0,1,2,B03,2.0,50.0,3.0,8.0,50.0,14.0,8.0
102,9,3,20,9,2,06松山區,光復北路11巷 八德路4段91巷,0,1,1,B03,2.0,71.0,3.0,8.0,50.0,14.0,9.0
102,10,9,9,58,2,06松山區,松山區民生東路3段107巷3段,0,1,1,B03,2.0,33.0,3.0,6.0,50.0,3.0,1.0
102,8,8,16,40,2,06松山區,光復南路17巷 八德路4段72巷,0,1,1,B02,2.0,36.0,3.0,8.0,40.0,4.0,1.0
102,6,10,18,10,2,06松山區,民權東路3段140巷 民權東路3段106巷3弄,0,1,2,B03,2.0,29.0,3.0,8.0,30.0,4.0,1.0
102,6,29,16,27,2,06松山區,八德路4段91巷9號,0,1,1,B03,2.0,39.0,3.0,8.0,30.0,3.0,9.0
102,8,3,13,25,2,06松山區,松山區長春路445號,0,2,1,B03,2.0,47.0,3.0,8.0,50.0,14.0,9.0
102,8,22,20,48,2,06松山區,民權東路 三民路,0,1,1,B03,2.0,54.0,3.0,6.0,50.0,4.0,1.0
102,9,25,16,20,2,06松山區,民生東路3段113巷口,0,1,1,B02,2.0,23.0,3.0,7.0,50.0,4.0,1.0
102,8,22,8,56,2,06松山區,南京東路3段282巷口,0,1,2,B03,2.0,33.0,3.0,6.0,30.0,3.0,2.0
102,10,12,23,7,2,06松山區,民權東路 撫遠街,0,1,1,B03,2.0,26.0,3.0,7.0,50.0,14.0,9.0
102,7,29,21,10,2,06松山區,民權東路3段140巷 民權東路3段106巷3弄,0,1,1,B03,2.0,28.0,3.0,8.0,30.0,4.0,1.0
102,10,8,16,0,2,06松山區,八德路3段松山區運動中心七米道,0,1,1,B03,2.0,42.0,3.0,8.0,20.0,3.0,1.0
102,12,25,9,12,2,06松山區,南京東路5段66巷 光復北路11巷,0,1,1,B03,2.0,34.0,3.0,7.0,30.0,4.0,2.0
102,12,31,11,20,2,06松山區,延吉街9巷 八德路3段106巷,0,1,1,B03,2.0,52.0,3.0,8.0,30.0,4.0,1.0
102,12,31,17,20,2,06松山區,松山區塔悠路29號,0,1,2,B03,2.0,50.0,3.0,8.0,50.0,14.0,7.0
102,9,18,19,50,2,06松山區,松山區民權東路3段140巷,0,1,2,B03,2.0,36.0,3.0,6.0,50.0,3.0,2.0
102,8,14,7,49,2,06松山區,延壽街399-3號,0,1,1,B03,2.0,50.0,3.0,8.0,50.0,4.0,2.0
102,10,23,9,6,2,06松山區,敦化南路 市民大道,0,1,1,B03,2.0,50.0,3.0,8.0,50.0,4.0,1.0
102,9,17,13,15,2,06松山區,松山區復興北路15號,0,1,1,B03,2.0,52.0,3.0,8.0,50.0,4.0,2.0
102,10,3,12,26,2,06松山區,三民路3巷口,0,1,2,B01,2.0,59.0,3.0,6.0,50.0,4.0,1.0
102,12,27,15,36,2,06松山區,八德路3段12巷57弄口,0,1,1,B03,2.0,55.0,3.0,8.0,40.0,4.0,1.0
102,8,15,16,58,2,06松山區,撫遠街437號對面,0,1,2,B03,2.0,23.0,3.0,7.0,50.0,11.0,7.0
102,10,1,17,18,2,06松山區,市民大道4段37巷旁,0,1,1,B03,2.0,37.0,3.0,8.0,40.0,3.0,1.0
102,8,22,11,0,2,06松山區,敦化北路 民生東路,0,1,1,B03,2.0,25.0,3.0,8.0,30.0,3.0,12.0
102,11,6,14,4,2,06松山區,松山區塔悠路205號,0,1,1,B03,2.0,45.0,3.0,8.0,50.0,14.0,9.0
102,12,17,11,57,2,06松山區,松山區敦化北路2號,0,1,2,B03,2.0,45.0,2.0,6.0,50.0,14.0,8.0
102,12,21,11,20,2,06松山區,民權東路3段191巷口,0,1,2,B03,2.0,61.0,3.0,6.0,50.0,4.0,9.0
102,9,28,16,25,2,06松山區,延壽街330巷17弄口,0,1,1,B03,2.0,31.0,3.0,8.0,40.0,3.0,1.0
102,10,24,7,23,2,06松山區,光復北路 延壽街,0,1,2,B03,2.0,41.0,3.0,6.0,50.0,4.0,1.0
102,11,11,14,12,2,06松山區,敦化南路2段63巷口,0,1,1,B03,2.0,31.0,3.0,7.0,50.0,4.0,2.0
102,11,17,12,20,2,06松山區,市民大道 八德路3段8巷,0,1,1,B03,2.0,72.0,4.0,8.0,40.0,3.0,2.0
102,11,2,10,10,2,06松山區,民生東路 新中街,0,1,1,B03,2.0,58.0,3.0,8.0,50.0,4.0,1.0
102,11,18,13,32,2,06松山區,八德路3段158巷口,0,1,1,B03,2.0,48.0,3.0,8.0,50.0,4.0,1.0
102,9,10,12,50,2,06松山區,八德路4段 光復北路,0,3,1,B03,2.0,56.0,2.0,8.0,50.0,5.0,2.0
102,12,8,10,50,2,06松山區,南京東路4段53巷11弄 南京東路4段53巷,0,1,2,B03,2.0,42.0,3.0,8.0,40.0,4.0,1.0
102,12,17,20,45,2,06松山區,松山區南京東路5段99號,0,1,1,B03,2.0,58.0,4.0,6.0,30.0,3.0,1.0
102,12,21,18,3,2,06松山區,塔悠路 撫遠街261巷,0,1,1,B03,2.0,42.0,3.0,6.0,50.0,4.0,2.0
102,11,11,16,11,2,06松山區,南京東路 北寧路,0,1,1,B03,2.0,25.0,3.0,7.0,30.0,4.0,2.0
102,10,16,11,48,2,06松山區,富錦街 新中街,0,1,1,B03,2.0,43.0,3.0,8.0,50.0,4.0,2.0
102,10,29,9,56,2,06松山區,市民大道 松山路,0,1,1,B03,2.0,28.0,3.0,8.0,40.0,4.0,1.0
102,11,19,15,0,2,06松山區,健康路 南京東路5段291巷,0,1,1,B02,2.0,35.0,3.0,8.0,50.0,3.0,1.0
102,12,7,14,2,2,06松山區,八德路4段 塔悠路,0,1,1,B02,2.0,47.0,3.0,7.0,30.0,5.0,1.0
102,12,8,8,23,2,06松山區,光復北路 民權東路,0,2,1,B03,2.0,62.0,4.0,8.0,50.0,4.0,1.0
102,11,18,16,7,2,06松山區,八德路4段204巷口,0,1,1,B03,2.0,48.0,3.0,8.0,50.0,4.0,1.0
102,11,26,10,5,2,06松山區,光復北路 民生東路4段112巷1弄,0,1,1,B03,2.0,38.0,3.0,8.0,50.0,4.0,1.0
102,12,12,22,20,2,06松山區,復興北路313巷口,0,2,1,B03,2.0,29.0,3.0,6.0,50.0,3.0,1.0
102,12,17,22,40,2,06松山區,復興北路 錦州街,0,1,1,B03,2.0,42.0,3.0,6.0,50.0,3.0,1.0
102,12,19,11,20,2,06松山區,敦化北路120巷內,0,1,1,B03,2.0,59.0,3.0,6.0,30.0,13.0,22.0
102,12,15,19,20,2,06松山區,延壽街330巷口,0,1,1,B03,2.0,47.0,3.0,7.0,50.0,3.0,1.0
102,9,20,20,0,2,06松山區,松山區市民大道與復興南路1段口,0,1,1,B03,2.0,49.0,3.0,6.0,50.0,4.0,1.0
102,8,6,10,30,2,06松山區,松山區健康路10號,0,1,1,B03,2.0,35.0,3.0,8.0,50.0,14.0,9.0
102,12,17,13,25,2,06松山區,市民大道 光復南路,0,1,1,B03,2.0,33.0,2.0,6.0,40.0,5.0,1.0
102,10,6,1,10,2,06松山區,南京東路4段 敦化北路,0,1,1,B03,2.0,33.0,3.0,6.0,50.0,4.0,1.0
102,8,15,17,50,2,06松山區,八德路2段366巷40弄 八德路2段366巷,0,1,1,B03,2.0,49.0,3.0,8.0,40.0,4.0,1.0
102,8,20,16,51,2,06松山區,市民大道 八德路3段8巷口迴轉道,0,1,1,B03,2.0,37.0,3.0,6.0,50.0,5.0,1.0
102,9,15,19,57,2,06松山區,復興北路 五常街,0,1,1,B03,2.0,24.0,3.0,8.0,50.0,4.0,1.0
102,9,26,9,57,2,06松山區,松山區北寧路28號,0,1,1,B03,2.0,25.0,3.0,7.0,50.0,3.0,1.0
102,11,23,11,15,2,06松山區,健康路15巷第三號格前,0,1,1,B03,2.0,42.0,3.0,8.0,50.0,14.0,9.0
102,11,9,9,17,2,06松山區,南京東路5段66巷口,0,1,1,B03,2.0,45.0,3.0,8.0,30.0,4.0,22.0
102,10,4,20,25,2,06松山區,松山區光復北路236號,0,1,1,B03,2.0,43.0,3.0,6.0,50.0,14.0,9.0
102,9,11,22,4,2,06松山區,松山區八德路4段746號,0,1,1,B03,2.0,22.0,4.0,8.0,50.0,14.0,9.0
102,8,14,18,26,2,06松山區,光復北路11巷 八德路4段17巷口,0,1,2,B03,2.0,53.0,3.0,6.0,50.0,3.0,2.0
102,11,20,7,20,2,06松山區,松山區南京東路3段300號,0,1,1,B03,2.0,41.0,3.0,8.0,30.0,14.0,9.0
102,10,26,11,50,2,06松山區,松山區三民路3巷,0,1,1,B02,2.0,43.0,3.0,8.0,30.0,4.0,1.0
102,11,6,9,20,2,06松山區,南京東路5段123巷 南京東路5段59巷29弄,0,1,1,B03,2.0,53.0,3.0,7.0,30.0,5.0,1.0
102,12,26,17,8,2,06松山區,富錦街 民生東路5段27巷,0,1,1,B03,2.0,65.0,3.0,7.0,30.0,5.0,1.0
102,12,27,15,0,2,06松山區,敦化北路 長春路,0,1,1,B03,2.0,54.0,3.0,7.0,50.0,5.0,1.0
102,11,8,7,22,2,06松山區,市民大道 八德路3段8巷,0,1,1,B03,2.0,43.0,3.0,8.0,50.0,3.0,1.0
102,12,13,10,23,2,06松山區,民生東路 新東街,0,1,1,B02,2.0,56.0,3.0,8.0,50.0,4.0,1.0
