發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序,車種,天候,光線,道路類別,速限,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,X,Y
8601,110,2,19,7,25,2,05中正區,中正區中華路2段33號前,0,0,1,1,B01,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,17,1,68.0,4.0,11.0,3.0,4.0,7.0,9.0,7.0,19.0,11.0,15.0,,43.0,43,2.0,22.0,9.0,121.5064897,25.03562468
8603,110,2,19,7,25,2,05中正區,中正區中華路2段33號前,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,17,1,40.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,16.0,43,1.0,22.0,9.0,121.5064897,25.03562468
8672,110,2,19,11,20,2,05中正區,中正區市民大道3段4號,0,0,2,1,B12,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,1,13,1,50.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,1.0,,23.0,23,1.0,22.0,9.0,121.5321233,25.04549036
8673,110,2,19,11,20,2,05中正區,中正區市民大道3段4號,0,0,2,2,B01,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,1,13,1,50.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,4.0,2.0,3.0,,38.0,23,1.0,22.0,9.0,121.5321233,25.04549036
8674,110,2,19,11,20,2,05中正區,中正區市民大道3段4號,0,0,2,3,B02,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,1,13,1,51.0,3.0,10.0,1.0,1.0,7.0,13.0,1.0,8.0,2.0,7.0,,38.0,23,1.0,22.0,9.0,121.5321233,25.04549036
8675,110,2,19,11,20,2,05中正區,中正區市民大道3段4號,0,0,2,4,H02,8,1,5,40,14,9,1,5,4,5,7,4,4,1,4,5,1,13,1,45.0,2.0,9.0,4.0,5.0,7.0,19.0,8.0,20.0,10.0,16.0,,67.0,23,1.0,22.0,9.0,121.5321233,25.04549036
8687,110,2,19,12,33,2,05中正區,中正區中山北路1段36-1號前,0,0,1,1,A04,8,1,5,50,14,8,1,5,4,5,7,4,4,9,4,5,1,9,1,28.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,2.0,1.0,15.0,,42.0,42,1.0,10.0,1.0,121.5199725,25.04687602
8688,110,2,19,12,33,2,05中正區,中正區中山北路1段36-1號前,0,0,1,2,H02,8,1,5,50,14,8,1,5,4,5,7,4,4,9,4,5,1,9,2,84.0,2.0,1.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,42,1.0,19.0,5.0,121.5199725,25.04687602
8718,110,2,19,14,50,2,05中正區,中正區重慶南路1段與漢口街1段口,0,0,1,1,C01,8,1,5,50,4,2,1,5,4,5,7,1,1,10,4,5,1,13,1,35.0,2.0,9.0,1.0,1.0,7.0,12.0,1.0,9.0,1.0,11.0,,43.0,43,1.0,22.0,9.0,121.5132402,25.04496151
8719,110,2,19,14,50,2,05中正區,中正區重慶南路1段與漢口街1段口,0,0,1,2,B03,8,1,5,50,4,2,1,5,4,5,7,1,1,10,4,5,1,13,1,28.0,3.0,10.0,1.0,1.0,7.0,12.0,1.0,8.0,1.0,3.0,,44.0,43,1.0,22.0,9.0,121.5132402,25.04496151
8752,110,2,19,17,45,2,05中正區,中正區館前路與開封街1段口口,0,0,2,1,C03,8,3,5,50,3,2,1,5,4,5,7,4,4,9,4,5,1,16,2,20.0,2.0,7.0,1.0,1.0,7.0,5.0,1.0,10.0,1.0,13.0,,8.0,8,1.0,21.0,7.0,121.5149769,25.04599664
8754,110,2,19,17,45,2,05中正區,中正區館前路與開封街1段口口,0,0,2,2,C03,8,3,5,50,3,2,1,5,4,5,7,4,4,9,4,5,1,16,1,24.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,23.0,8,1.0,21.0,1.0,121.5149769,25.04599664
8799,110,2,19,22,35,2,05中正區,中正區中山南路與信義路1段口,0,0,1,1,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,9,4,5,2,17,2,20.0,2.0,7.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,11.0,,26.0,26,1.0,22.0,9.0,121.5177676,25.0387184
8800,110,2,19,22,35,2,05中正區,中正區中山南路與信義路1段口,0,0,1,2,B01,8,3,5,50,4,1,1,5,4,5,7,1,1,9,4,5,2,17,1,51.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,2.0,2.0,,44.0,26,1.0,22.0,9.0,121.5177676,25.0387184
8840,110,2,20,9,8,2,05中正區,中正區中華路1段與愛國西路口,0,0,1,1,C03,8,1,5,50,5,1,1,5,4,5,7,1,1,1,4,5,2,17,1,33.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,16.0,16,1.0,22.0,9.0,121.5070905,25.03716142
8841,110,2,20,9,8,2,05中正區,中正區中華路1段與愛國西路口,0,0,1,2,C03,8,1,5,50,5,1,1,5,4,5,7,1,1,1,4,5,2,17,1,27.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,13.0,,44.0,16,1.0,22.0,9.0,121.5070905,25.03716142
8842,110,2,20,9,8,2,05中正區,中正區中華路1段與愛國西路口,0,0,1,3,,8,1,5,50,5,1,1,5,4,5,7,1,1,1,4,5,2,17,3,,,,,,,,,,,,,67.0,16,1.0,,,121.5070905,25.03716142
8886,110,2,20,12,5,2,05中正區,中正區汀州路3段60巷與汀州路3段口,0,0,1,1,B03,8,1,5,50,3,1,1,5,4,5,7,1,1,5,5,5,2,12,2,51.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,1.0,6.0,,9.0,9,1.0,22.0,9.0,121.531329,25.01566621
8887,110,2,20,12,5,2,05中正區,中正區汀州路3段60巷與汀州路3段口,0,0,1,2,C03,8,1,5,50,3,1,1,5,4,5,7,1,1,5,5,5,2,12,1,18.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,12.0,13.0,9,1.0,22.0,9.0,121.531329,25.01566621
8888,110,2,20,12,5,2,05中正區,中正區汀州路3段60巷與汀州路3段口,0,0,1,3,B03,8,1,5,50,3,1,1,5,4,5,7,1,1,5,5,5,2,12,4,,4.0,11.0,3.0,4.0,7.0,15.0,7.0,19.0,11.0,15.0,,43.0,9,2.0,22.0,9.0,121.531329,25.01566621
8912,110,2,20,14,0,2,05中正區,中正區忠孝東路1段49巷與忠孝東路1段口,0,0,1,1,B03,8,1,5,50,3,2,1,5,4,5,7,4,4,9,4,5,1,17,1,32.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,9.0,15.0,,43.0,43,1.0,22.0,9.0,121.5260487,25.0442594
8913,110,2,20,14,0,2,05中正區,中正區忠孝東路1段49巷與忠孝東路1段口,0,0,1,2,C03,8,1,5,50,3,2,1,5,4,5,7,4,4,9,4,5,1,17,1,47.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,9.0,15.0,,43.0,43,1.0,22.0,9.0,121.5260487,25.0442594
8944,110,2,20,18,2,2,05中正區,中正區羅斯福路4段56號,0,0,3,1,B03,8,3,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,13,1,38.0,2.0,3.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,1.0,,23.0,23,1.0,22.0,9.0,121.5341764,25.01487912
8945,110,2,20,18,2,2,05中正區,中正區羅斯福路4段56號,0,0,3,2,B03,8,3,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,13,1,64.0,2.0,8.0,1.0,1.0,7.0,14.0,1.0,8.0,2.0,3.0,,44.0,23,1.0,22.0,9.0,121.5341764,25.01487912
8946,110,2,20,18,2,2,05中正區,中正區羅斯福路4段56號,0,0,3,3,B03,8,3,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,13,1,57.0,2.0,2.0,1.0,1.0,7.0,14.0,1.0,8.0,2.0,3.0,,44.0,23,1.0,22.0,9.0,121.5341764,25.01487912
8947,110,2,20,18,2,2,05中正區,中正區羅斯福路4段56號,0,0,3,4,H02,8,3,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,13,2,56.0,4.0,11.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,23,1.0,22.0,9.0,121.5341764,25.01487912
9013,110,2,21,8,51,2,05中正區,中正區忠孝東路1段54號前人行道,0,0,1,1,F01,8,1,5,0,15,20,4,5,4,5,7,4,4,1,4,5,1,9,1,31.0,3.0,10.0,4.0,5.0,7.0,21.0,8.0,20.0,2.0,16.0,,43.0,43,1.0,22.0,9.0,121.5230428,25.04479132
9014,110,2,21,8,51,2,05中正區,中正區忠孝東路1段54號前人行道,0,0,1,2,H01,8,1,5,0,15,20,4,5,4,5,7,4,4,1,4,5,1,9,2,73.0,2.0,9.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,,67.0,43,1.0,22.0,9.0,121.5230428,25.04479132
9022,110,2,21,10,12,2,05中正區,中正區羅斯福路2段與杭州南路2段口,0,0,1,1,B01,8,1,5,50,5,1,1,5,4,5,7,1,1,5,4,5,2,17,1,39.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,4.0,2.0,2.0,,6.0,6,1.0,22.0,9.0,121.5217384,25.02839579
9023,110,2,21,10,12,2,05中正區,中正區羅斯福路2段與杭州南路2段口,0,0,1,2,C03,8,1,5,50,5,1,1,5,4,5,7,1,1,5,4,5,2,17,1,62.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,44.0,6,1.0,22.0,9.0,121.5217384,25.02839579
9024,110,2,21,10,28,2,05中正區,中正區中山南路與愛國西路口口,0,0,1,1,C03,8,1,5,50,4,2,1,5,4,5,7,2,1,9,4,5,1,16,1,32.0,2.0,8.0,1.0,1.0,7.0,4.0,1.0,10.0,1.0,14.0,,17.0,17,1.0,21.0,1.0,121.5167054,25.0351735
9025,110,2,21,10,28,2,05中正區,中正區中山南路與愛國西路口口,0,0,1,2,B03,8,1,5,50,4,2,1,5,4,5,7,2,1,9,4,5,1,16,1,71.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,1.0,2.0,,17.0,17,1.0,21.0,5.0,121.5167054,25.0351735
9028,110,2,21,10,44,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,0,1,1,B01,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,1,11,1,55.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,4.0,1.0,5.0,,6.0,6,1.0,22.0,9.0,121.5129472,25.03871052
9029,110,2,21,10,44,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,1,11,1,19.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,13.0,6,1.0,22.0,9.0,121.5129472,25.03871052
9112,110,2,21,18,30,2,05中正區,中正區中山南路與青島東路口,0,0,1,1,B03,7,3,5,50,14,9,1,5,4,5,7,1,1,5,4,4,1,12,2,29.0,3.0,10.0,1.0,1.0,7.0,11.0,1.0,8.0,2.0,4.0,,10.0,10,1.0,22.0,9.0,121.5194956,25.04444373
9113,110,2,21,18,30,2,05中正區,中正區中山南路與青島東路口,0,0,1,2,C03,7,3,5,50,14,9,1,5,4,5,7,1,1,5,4,4,1,12,1,40.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,12.0,,23.0,10,1.0,22.0,9.0,121.5194956,25.04444373
9174,110,2,22,7,40,2,05中正區,中正區重慶南路3段與汀州路2段口,0,0,1,1,B03,8,1,5,30,4,2,4,5,4,5,7,1,1,1,4,5,2,12,1,65.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,1.0,5.0,,23.0,23,1.0,22.0,9.0,121.5165079,25.02547815
9176,110,2,22,7,40,2,05中正區,中正區重慶南路3段與汀州路2段口,0,0,1,2,C03,8,1,5,30,4,2,4,5,4,5,7,1,1,1,4,5,2,12,1,36.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,,44.0,23,1.0,22.0,9.0,121.5165079,25.02547815
9193,110,2,22,8,6,2,05中正區,中正區博愛路與永綏街口,0,0,1,1,B03,8,1,5,50,3,2,1,5,4,5,7,2,1,10,4,5,1,12,1,35.0,3.0,10.0,3.0,4.0,7.0,9.0,1.0,8.0,2.0,1.0,,44.0,44,1.0,22.0,9.0,121.5114985,25.04304077
9194,110,2,22,8,6,2,05中正區,中正區博愛路與永綏街口,0,0,1,2,C03,8,1,5,50,3,2,1,5,4,5,7,2,1,10,4,5,1,12,1,58.0,2.0,9.0,3.0,4.0,7.0,7.0,1.0,10.0,2.0,13.0,,7.0,44,1.0,22.0,9.0,121.5114985,25.04304077
9203,110,2,22,8,30,2,05中正區,中正區徐州路台大急診室對面,0,0,1,1,B03,8,1,5,50,15,9,1,5,4,5,7,4,4,8,4,4,1,12,2,49.0,3.0,10.0,3.0,4.0,7.0,6.0,1.0,8.0,2.0,5.0,,9.0,9,1.0,22.0,9.0,121.5202315,25.04152664
9205,110,2,22,8,30,2,05中正區,中正區徐州路台大急診室對面,0,0,1,2,C03,8,1,5,50,15,9,1,5,4,5,7,4,4,8,4,4,1,12,2,51.0,2.0,9.0,3.0,4.0,7.0,9.0,1.0,10.0,2.0,14.0,,44.0,9,1.0,22.0,9.0,121.5202315,25.04152664
9236,110,2,22,10,30,2,05中正區,中正區羅斯福路3段210巷8弄3號前,0,0,1,1,B03,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,11,2,54.0,3.0,10.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,5.0,,19.0,19,1.0,22.0,9.0,121.5291799,25.0182398
9237,110,2,22,10,30,2,05中正區,中正區羅斯福路3段210巷8弄3號前,0,0,1,2,C03,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,11,2,37.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,26.0,19,1.0,22.0,9.0,121.5291799,25.0182398
9238,110,2,22,10,38,2,05中正區,中正區南海路與湖口街口,0,0,2,1,C03,8,1,5,30,3,2,1,5,4,5,7,4,4,10,4,5,2,16,2,61.0,2.0,9.0,1.0,1.0,7.0,6.0,1.0,10.0,2.0,14.0,,9.0,9,1.0,22.0,9.0,121.5154238,25.03220742
9239,110,2,22,10,38,2,05中正區,中正區南海路與湖口街口,0,0,2,2,C03,8,1,5,30,3,2,1,5,4,5,7,4,4,10,4,5,2,16,1,36.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,14.0,9,1.0,22.0,9.0,121.5154238,25.03220742
9240,110,2,22,10,38,2,05中正區,中正區南海路與湖口街口,0,0,2,3,H02,8,1,5,30,3,2,1,5,4,5,7,4,4,10,4,5,2,16,2,34.0,4.0,11.0,1.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,9,1.0,22.0,9.0,121.5154238,25.03220742
9258,110,2,22,12,40,2,05中正區,中正區重慶南路2段與愛國西路口,0,0,2,1,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,1,2,13,2,23.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,16.0,16,1.0,22.0,9.0,121.5123622,25.03504748
9259,110,2,22,12,40,2,05中正區,中正區重慶南路2段與愛國西路口,0,0,2,2,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,1,2,13,1,34.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,13.0,,44.0,16,1.0,22.0,9.0,121.5123622,25.03504748
9278,110,2,22,15,0,2,05中正區,中正區中山北路1段與北平東路口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,3,1,1,12,2,40.0,3.0,10.0,3.0,4.0,7.0,6.0,1.0,8.0,1.0,2.0,,9.0,9,1.0,22.0,9.0,121.520469,25.04709061
9279,110,2,22,15,0,2,05中正區,中正區中山北路1段與北平東路口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,3,1,1,12,1,26.0,2.0,9.0,3.0,4.0,7.0,9.0,1.0,10.0,1.0,14.0,,43.0,9,1.0,22.0,9.0,121.520469,25.04709061
9292,110,2,22,17,5,2,05中正區,中正區濟南路1段2-1號,0,0,1,1,C03,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,1,17,1,18.0,2.0,9.0,3.0,4.0,7.0,7.0,1.0,10.0,2.0,12.0,,43.0,43,1.0,22.0,9.0,121.5197054,25.04311765
9293,110,2,22,17,5,2,05中正區,中正區濟南路1段2-1號,0,0,1,2,B03,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,1,17,2,48.0,3.0,10.0,3.0,4.0,7.0,11.0,1.0,8.0,2.0,4.0,,43.0,43,1.0,22.0,9.0,121.5197054,25.04311765
9303,110,2,22,18,0,2,05中正區,中正區中山南路與青島東路口,0,0,1,1,B01,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,1,2,12,1,70.0,3.0,10.0,1.0,1.0,7.0,5.0,4.0,8.0,2.0,8.0,,8.0,8,1.0,22.0,9.0,121.5193591,25.04455271
9304,110,2,22,18,0,2,05中正區,中正區中山南路與青島東路口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,1,2,12,2,19.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,12.0,,8.0,8,1.0,22.0,9.0,121.5193591,25.04455271
9342,110,2,22,21,0,2,05中正區,中正區仁愛路1段50號,0,0,1,1,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,1,2,12,2,57.0,2.0,9.0,1.0,1.0,7.0,7.0,1.0,10.0,2.0,14.0,,7.0,7,1.0,22.0,9.0,121.5245381,25.03822366
9343,110,2,22,21,0,2,05中正區,中正區仁愛路1段50號,0,0,1,2,B01,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,1,2,12,1,52.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,4.0,2.0,5.0,,44.0,7,1.0,22.0,9.0,121.5245381,25.03822366
9360,110,2,22,23,0,2,05中正區,中正區中華路2段與愛國西路口,0,0,1,1,B03,8,3,5,50,5,1,1,5,4,5,7,1,1,1,2,5,2,16,1,44.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,1.0,6.0,,9.0,9,1.0,22.0,9.0,121.5108239,25.03543196
9361,110,2,22,23,0,2,05中正區,中正區中華路2段與愛國西路口,0,0,1,2,C03,8,3,5,50,5,1,1,5,4,5,7,1,1,1,2,5,2,16,2,29.0,2.0,9.0,1.0,3.0,7.0,9.0,1.0,10.0,1.0,11.0,,13.0,9,1.0,22.0,9.0,121.5108239,25.03543196
9402,110,2,23,9,10,2,05中正區,中正區和平西路1段75號附近側附近,0,0,1,1,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,17,1,39.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,16.0,16,1.0,22.0,9.0,121.5188389,25.02653543
9403,110,2,23,9,10,2,05中正區,中正區和平西路1段75號附近側附近,0,0,1,2,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,17,1,35.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,7.0,,44.0,16,1.0,22.0,9.0,121.5188389,25.02653543
9449,110,2,23,14,3,2,05中正區,中正區師大路204號前,0,0,2,1,B12,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,17,1,29.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,1.0,,23.0,23,1.0,22.0,9.0,121.5235957,25.02069875
9450,110,2,23,14,3,2,05中正區,中正區師大路204號前,0,0,2,2,B12,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,17,1,40.0,2.0,1.0,1.0,1.0,7.0,14.0,1.0,8.0,2.0,3.0,,44.0,23,1.0,22.0,9.0,121.5235957,25.02069875
9451,110,2,23,14,3,2,05中正區,中正區師大路204號前,0,0,2,3,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,17,2,64.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,8.0,2.0,3.0,,44.0,23,1.0,22.0,9.0,121.5235957,25.02069875
9452,110,2,23,14,3,2,05中正區,中正區師大路204號前,0,0,2,4,H02,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,17,2,40.0,4.0,11.0,1.0,1.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,23,1.0,22.0,9.0,121.5235957,25.02069875
9498,110,2,23,17,45,2,05中正區,中正區襄陽路9號,0,0,1,1,B01,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,11,1,62.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,4.0,2.0,5.0,,6.0,6,1.0,21.0,8.0,121.5160506,25.0433838
9499,110,2,23,17,45,2,05中正區,中正區襄陽路9號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,11,1,24.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,14.0,6,1.0,21.0,8.0,121.5160506,25.0433838
9525,110,2,23,19,0,2,05中正區,中正區南海路與泉州街口,0,0,2,1,C03,8,3,5,50,3,1,1,5,4,5,7,3,1,10,4,4,2,16,2,32.0,2.0,7.0,1.0,1.0,7.0,5.0,1.0,10.0,1.0,15.0,,6.0,6,1.0,22.0,9.0,121.5136447,25.0317299
9526,110,2,23,19,0,2,05中正區,中正區南海路與泉州街口,0,0,2,2,C03,8,3,5,50,3,1,1,5,4,5,7,3,1,10,4,4,2,16,2,31.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,,44.0,6,1.0,22.0,9.0,121.5136447,25.0317299
9568,110,2,24,7,40,2,05中正區,中正區三元街與和平西路2段98巷口,0,0,1,1,B12,8,1,5,30,3,2,1,5,4,5,7,4,4,2,5,5,2,16,1,60.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,1.0,5.0,,23.0,23,1.0,22.0,9.0,121.509908,25.02881854
9569,110,2,24,7,40,2,05中正區,中正區三元街與和平西路2段98巷口,0,0,1,2,F01,8,1,5,30,3,2,1,5,4,5,7,4,4,2,5,5,2,16,2,41.0,2.0,9.0,4.0,5.0,7.0,1.0,8.0,20.0,1.0,16.0,,19.0,23,1.0,22.0,9.0,121.509908,25.02881854
9613,110,2,24,9,35,2,05中正區,中正區忠孝東路1段與鎮江街口,0,0,1,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,1,20.0,2.0,3.0,1.0,1.0,7.0,6.0,1.0,10.0,1.0,11.0,,43.0,43,1.0,22.0,9.0,121.5215756,25.04511492
9614,110,2,24,9,35,2,05中正區,中正區忠孝東路1段與鎮江街口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,1,20.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,,43.0,43,1.0,22.0,9.0,121.5215756,25.04511492
9642,110,2,24,13,0,2,05中正區,中正區羅斯福路1段與林森南路口,0,0,1,1,C03,8,1,5,30,5,1,1,5,4,5,7,1,1,2,4,4,2,17,2,27.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,10.0,1.0,15.0,,8.0,8,1.0,22.0,9.0,121.5182088,25.0331046
9643,110,2,24,13,0,2,05中正區,中正區羅斯福路1段與林森南路口,0,0,1,2,C03,8,1,5,30,5,1,1,5,4,5,7,1,1,2,4,4,2,17,1,19.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,,44.0,8,1.0,22.0,9.0,121.5182088,25.0331046
9652,110,2,24,14,5,2,05中正區,中正區紹興南街與濟南路1段口,0,0,1,1,B03,8,1,5,40,4,2,1,5,4,5,7,1,1,10,4,5,2,9,1,42.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,8.0,,15.0,15,1.0,22.0,9.0,121.5244295,25.04203074
9653,110,2,24,14,5,2,05中正區,中正區紹興南街與濟南路1段口,0,0,1,2,H01,8,1,5,40,4,2,1,5,4,5,7,1,1,10,4,5,2,9,2,25.0,2.0,1.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,,67.0,15,1.0,22.0,9.0,121.5244295,25.04203074
9661,110,2,24,14,50,2,05中正區,中正區青島西路7號旁,0,0,2,1,H01,8,1,5,0,14,9,1,5,4,5,7,2,1,9,4,5,1,3,2,49.0,2.0,9.0,4.0,5.0,8.0,18.0,8.0,20.0,10.0,16.0,,52.0,52,1.0,21.0,1.0,121.5181934,25.04480992
9662,110,2,24,14,50,2,05中正區,中正區青島西路7號旁,0,0,2,2,C03,8,1,5,0,14,9,1,5,4,5,7,2,1,9,4,5,1,3,1,29.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,23.0,52,1.0,21.0,1.0,121.5181934,25.04480992
9731,110,2,24,19,35,2,05中正區,中正區福和橋機車道,0,0,2,1,C03,8,3,5,40,8,8,1,5,4,4,7,4,4,10,4,3,2,17,2,46.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,,44.0,44,1.0,22.0,9.0,121.5325849,25.00907626
9732,110,2,24,19,35,2,05中正區,中正區福和橋機車道,0,0,2,2,C03,8,3,5,40,8,8,1,5,4,4,7,4,4,10,4,3,2,17,2,28.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,44.0,44,1.0,22.0,9.0,121.5325849,25.00907626
9733,110,2,24,19,35,2,05中正區,中正區福和橋機車道,0,0,2,3,,8,3,5,40,8,8,1,5,4,4,7,4,4,10,4,3,2,17,3,,,,,,,,,,,,,67.0,44,1.0,,,121.5325849,25.00907626
9770,110,2,25,7,52,2,05中正區,中正區市民大道2段與林森北路口,0,0,2,1,C03,8,1,5,40,4,2,1,5,4,5,7,2,1,1,4,5,1,13,1,37.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,16.0,16,1.0,22.0,9.0,121.5240646,25.0476908
9771,110,2,25,7,52,2,05中正區,中正區市民大道2段與林森北路口,0,0,2,2,C03,8,1,5,40,4,2,1,5,4,5,7,2,1,1,4,5,1,13,1,36.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,4.0,11.0,,16.0,16,1.0,22.0,9.0,121.5240646,25.0476908
9772,110,2,25,7,52,2,05中正區,中正區市民大道2段與林森北路口,0,0,2,3,C03,8,1,5,40,4,2,1,5,4,5,7,2,1,1,4,5,1,13,1,39.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,13.0,,44.0,16,1.0,22.0,9.0,121.5240646,25.0476908
9864,110,2,25,13,52,2,05中正區,中正區南昌路2段與福州街口口,0,0,1,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,5,1,17,1,26.0,2.0,9.0,1.0,1.0,7.0,6.0,1.0,10.0,2.0,11.0,,9.0,9,1.0,22.0,9.0,121.5188616,25.02892476
